algorithm,name,description,qgis_output_type
sagang:gridvaluesandpolygonattributestopoints,POINTS,Points Table,outputVector
sagang:growingdegreedays,FIRST,First Growing Degree Day,outputRaster
sagang:growingdegreedays,LAST,Last Growing Degree Day,outputRaster
sagang:growingdegreedays,NGDD,Number of Days above Base Temperature,outputRaster
sagang:growingdegreedays,TARGET,Degree Sum Target Day,outputRaster
sagang:growingdegreedays,TSUM,Growing Degree Days,outputRaster
sagang:gwrforgriddownscaling,MODEL,Regression Parameters,outputRaster
sagang:gwrforgriddownscaling,QUALITY,Coefficient of Determination,outputRaster
sagang:gwrforgriddownscaling,REGRESSION,Regression,outputRaster
sagang:gwrforgriddownscaling,REG_RESCORR,Regression with Residual Correction,outputRaster
sagang:gwrforgriddownscaling,RESIDUALS,Residuals,outputRaster
sagang:gwrformultiplepredictorlayers,MODEL,Regression Parameters,outputRaster
sagang:gwrformultiplepredictorlayers,QUALITY,Coefficient of Determination,outputRaster
sagang:gwrformultiplepredictorlayers,REGRESSION,Regression,outputRaster
sagang:gwrformultiplepredictorlayers,RESIDUALS,Residuals,outputVector
sagang:gwrforsinglepredictorgriddedmodeloutput,INTERCEPT,Intercept,outputRaster
sagang:gwrforsinglepredictorgriddedmodeloutput,QUALITY,Quality,outputRaster
sagang:gwrforsinglepredictorgriddedmodeloutput,SLOPE,Slope,outputRaster
sagang:gwrforsinglepredictorgriddedmodeloutput,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:gwrforsinglepredictorlayer,INTERCEPT,Intercept,outputRaster
sagang:gwrforsinglepredictorlayer,QUALITY,Coefficient of Determination,outputRaster
sagang:gwrforsinglepredictorlayer,REGRESSION,Regression,outputRaster
sagang:gwrforsinglepredictorlayer,RESIDUALS,Residuals,outputVector
sagang:gwrforsinglepredictorlayer,SLOPE,Slope,outputRaster
sagang:histogrammatching,MATCHED,Adjusted Grid,outputRaster
sagang:hodgepodgemachine,GRID,Hodgepodge,outputRaster
sagang:hypsometry,TABLE,Hypsometry,outputVector
sagang:ihssharpening,B_SHARP,Blue,outputRaster
sagang:ihssharpening,G_SHARP,Green,outputRaster
sagang:ihssharpening,R_SHARP,Red,outputRaster
sagang:ihssharpening,SHARPEN,Sharpened Channels,outputRaster
sagang:imcorrfeaturetracking,CORRLINES,Displacement Vector,outputVector
sagang:imcorrfeaturetracking,CORRPOINTS,Correlated Points,outputVector
sagang:importbuildingsketchesfromcitygml,BUILDINGS,Buildings,outputVector
sagang:importclipandresamplegrids,GRIDS,Grids,outputRaster
sagang:importcrugrids,GRIDS,Grids,outputRaster
sagang:importdxffiles,SHAPES,Shapes,outputVector
sagang:importdxffiles,TABLES,Tables,outputVector
sagang:importerdaslangis,GRIDS,Grids,outputRaster
sagang:importfromvirtualrastervrt,GRIDS,Grids,outputRaster
sagang:importgpx,SHAPES,GPX Import,outputVector
sagang:importgridsfromkml,GRIDS,Grids,outputRaster
sagang:importgstatshapes,SHAPES,Shapes,outputVector
sagang:importlandsatscene,BANDS,Bands,outputRaster
sagang:importlandsatscene,BAND_INFO,Band Info,outputVector
sagang:importnetcdf,GRIDS,Grids,outputRaster
sagang:importraster,GRIDS,Grids,outputRaster
sagang:importsentinel2scene,BANDS,Bands,outputRaster
sagang:importshapes,SHAPES,Shapes,outputVector
sagang:importshapesfromxyz,POINTS,Points,outputVector
sagang:importsimplefeaturesfromwellknowntext,SHAPES,WKT Import,outputVector
sagang:importsurferblankingfiles,SHAPES,Shapes,outputVector
sagang:importsurferblankingfiles,TABLE,Look up table (Points),outputVector
sagang:importtexttable,TABLE,Table,outputVector
sagang:importtexttables,TABLES,Tables,outputVector
sagang:importtexttablewithnumbersonly,TABLES,Tables,outputVector
sagang:importusgssrtmgrid,GRIDS,Grids,outputRaster
sagang:importwaspterrainmapfile,SHAPES,Contour Lines,outputVector
sagang:importwrfgeogridbinaryformat,GRIDS,Grids,outputRaster
sagang:interpolatecubicspline,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:intersect,RESULT,Intersect,outputVector
sagang:inversedistanceweightedinterpolation,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:inversedistanceweightedinterpolation,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:inversedistanceweightedinterpolation,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:inverseprincipalcomponentsrotation,GRIDS,Grids,outputRaster
sagang:invertdatanodata,OUTPUT,Result,outputRaster
sagang:invertgrid,INVERSE,Inverse Grid,outputRaster
sagang:isochronesvariablespeed,SPEED,Speed (m/s),outputRaster
sagang:isochronesvariablespeed,TIME,Time Out(h),outputRaster
sagang:isodataclusteringforgrids,CLUSTER,Clusters,outputRaster
sagang:isodataclusteringforgrids,STATISTICS,Statistics,outputVector
sagang:kerneldensityestimation,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:kmeansclusteringforgrids,CLUSTER,Clusters,outputRaster
sagang:kmeansclusteringforgrids,STATISTICS,Statistics,outputVector
sagang:lakeflood,OUTDEPTH,Lake,outputRaster
sagang:lakeflood,OUTLEVEL,Surface,outputRaster
sagang:landcoverscenariooffset,LANDCOVER,Land Cover,outputRaster
sagang:landflowversion10build351b,OUTPUT,Fluss-Speicher ausgeben,outputRaster
sagang:landflowversion10build351b,OUTPUT2,Oberflaechenabfluss-Speicher ausgeben,outputRaster
sagang:landflowversion10build351b,OUTPUT3,Grundwasserabfluss-Speicher ausgeben,outputRaster
sagang:landflowversion10build351b,OUTPUT4,Wasserflussvolumen,outputRaster
sagang:landflowversion10build351b,OUTPUT5,SumRunoffDrainage,outputRaster
sagang:landflowversion10build351b,OUTPUT6,DynWUse,outputRaster
sagang:landsatimportwithoptions,BANDS,Bands,outputRaster
sagang:landsurfacetemperature,LST,Land Surface Temperature,outputRaster
sagang:landsurfacetemperaturelapserates,LST,Land Surface Temperature,outputRaster
sagang:landusescenariogenerator,SCENARIO,Land Use Scenario,outputVector
sagang:laplacianfilter,RESULT,Filtered Grid,outputRaster
sagang:lapseratebasedtemperaturedownscaling,HIRES_T,Temperature,outputRaster
sagang:lapseratebasedtemperaturedownscaling,LORES_SLT,Temperature at Sea Level,outputRaster
sagang:lapseratebasedtemperaturedownscalingbulkprocessing,HIRES_T,Temperature,outputRaster
sagang:largestcirclesinpolygons,CIRCLES,Circles,outputVector
sagang:latitudelongitudegraticule,COORDS,Frame Coordinates,outputVector
sagang:latitudelongitudegraticule,GRATICULE,Graticule,outputVector
sagang:layerofextremevalue,RESULT,Result,outputRaster
sagang:leastcostpaths,LINE,Profile Lines,outputVector
sagang:leastcostpaths,POINTS,Profile Points,outputVector
sagang:linecrossings,CROSSINGS,Crossings,outputVector
sagang:linepolygonintersection,DIFFERENCE,Difference,outputVector
sagang:linepolygonintersection,INTERSECT,Intersection,outputVector
sagang:lineproperties,OUTPUT,Lines with Property Attributes,outputVector
sagang:linesimplification,OUTPUT,Simplified Lines,outputVector
sagang:linesmoothing,LINES_OUT,Smoothed Lines,outputVector
sagang:localclimatezoneclassification,LCZC,LCZC,outputRaster
sagang:localclimatezoneclassification,LCZC_FILTERED,LCZC (Filtered),outputRaster
sagang:localminimaandmaxima,MAXIMA,Maxima,outputVector
sagang:localminimaandmaxima,MINIMA,Minima,outputVector
sagang:localstatisticalmeasures,CONTRAST,Contrast,outputRaster
sagang:localstatisticalmeasures,ENERGY,Energy,outputRaster
sagang:localstatisticalmeasures,ENTROPY,Entropy,outputRaster
sagang:localstatisticalmeasures,VARIANCE,Variance,outputRaster
sagang:longitudinalgridstatistics,STATS,Latitudinal Statistics,outputVector
sagang:lsfactor,LS,LS Factor,outputRaster
sagang:lsfactorfieldbased,BALANCE,Sediment Balance,outputRaster
sagang:lsfactorfieldbased,LS_FACTOR,LS Factor,outputRaster
sagang:lsfactorfieldbased,STATISTICS,Field Statistics,outputVector
sagang:lsfactorfieldbased,UPSLOPE_AREA,Upslope Length Factor,outputRaster
sagang:lsfactorfieldbased,UPSLOPE_LENGTH,Effective Flow Length,outputRaster
sagang:lsfactorfieldbased,UPSLOPE_SLOPE,Upslope Slope,outputRaster
sagang:lsfactoronestep,LS_FACTOR,LS Factor,outputRaster
sagang:majorityminorityfilter,RESULT,Filtered Grid,outputRaster
sagang:massbalanceindex,MBI,Mass Balance Index,outputRaster
sagang:maximumentropyclassifcation,CLASSES,Classes,outputRaster
sagang:maximumentropyclassifcation,CLASSES_LUT,Look-up Table,outputVector
sagang:maximumentropyclassifcation,PROB,Probability,outputRaster
sagang:maximumentropyclassifcation,PROBS,Probabilities,outputRaster
sagang:maximumentropypresenceprediction,PREDICTION,Presence Prediction,outputRaster
sagang:maximumentropypresenceprediction,PROBABILITY,Presence Probability,outputRaster
sagang:maximumflowpathlength,DISTANCE,Flow Path Length,outputRaster
sagang:meltonruggednessnumber,AREA,Catchment Area,outputRaster
sagang:meltonruggednessnumber,MRN,Melton Ruggedness Number,outputRaster
sagang:meltonruggednessnumber,ZMAX,Maximum Height,outputRaster
sagang:mergetables,MERGED,Merged Table,outputVector
sagang:mergevectorlayers,MERGED,Merged Layer,outputVector
sagang:meridionalgridstatistics,STATS,Meridional Statistics,outputVector
sagang:meshdenoise,OUTPUT,Denoised Grid,outputRaster
sagang:metricconversions,CONV,Converted Grid,outputRaster
sagang:minimumdistanceanalysis,TABLE,Minimum Distance Analysis,outputVector
sagang:mirrorgrid,MIRROR,Mirror Grid,outputRaster
sagang:mmfsagasoilerosionmodel,Gc,Available Clay,outputRaster
sagang:mmfsagasoilerosionmodel,Gs,Available Sand,outputRaster
sagang:mmfsagasoilerosionmodel,Gz,Available Silt,outputRaster
sagang:mmfsagasoilerosionmodel,IF,Interflow,outputRaster
sagang:mmfsagasoilerosionmodel,KE,Total Kinetic Energy,outputRaster
sagang:mmfsagasoilerosionmodel,Q,Mean runoff,outputRaster
sagang:mmfsagasoilerosionmodel,Rc,Soil moisture storage capacity,outputRaster
sagang:mmfsagasoilerosionmodel,Rf,Effective Rainfall,outputRaster
sagang:mmfsagasoilerosionmodel,SL,Mean soil loss,outputRaster
sagang:mmfsagasoilerosionmodel,SLc,Sediment Balance Clay,outputRaster
sagang:mmfsagasoilerosionmodel,SLs,Sediment Balance Sand,outputRaster
sagang:mmfsagasoilerosionmodel,SLz,Sediment Balance Silt,outputRaster
sagang:mmfsagasoilerosionmodel,TCONDc,Transport Condition Clay,outputRaster
sagang:mmfsagasoilerosionmodel,TCONDs,Transport Condition Sand,outputRaster
sagang:mmfsagasoilerosionmodel,TCONDz,Transport Condition Silt,outputRaster
sagang:mmfsagasoilerosionmodel,TCc,Transport Capacity Clay,outputRaster
sagang:mmfsagasoilerosionmodel,TCs,Transport Capacity Sand,outputRaster
sagang:mmfsagasoilerosionmodel,TCz,Transport Capacity Silt,outputRaster
sagang:mmfsagasoilerosionmodel,W_up,Upslope Flow Width,outputRaster
sagang:modifedquadraticshepard,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:modifedquadraticshepard,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:modifedquadraticshepard,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:monthlyglobalbylatitude,SOLARRAD,Solar Radiation,outputVector
sagang:morphologicalfilter,RESULT,Filtered Grid,outputRaster
sagang:morphometricfeatures,ASPECT,Aspect,outputRaster
sagang:morphometricfeatures,CROSC,Cross-Sectional Curvature,outputRaster
sagang:morphometricfeatures,ELEVATION,Generalized Surface,outputRaster
sagang:morphometricfeatures,FEATURES,Morphometric Features,outputRaster
sagang:morphometricfeatures,LONGC,Longitudinal Curvature,outputRaster
sagang:morphometricfeatures,MAXIC,Maximum Curvature,outputRaster
sagang:morphometricfeatures,MINIC,Minimum Curvature,outputRaster
sagang:morphometricfeatures,PLANC,Plan Curvature,outputRaster
sagang:morphometricfeatures,PROFC,Profile Curvature,outputRaster
sagang:morphometricfeatures,SLOPE,Slope,outputRaster
sagang:morphometricprotectionindex,PROTECTION,Protection Index,outputRaster
sagang:mosaicking,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:multibandvariation,DIFF,Distance,outputRaster
sagang:multibandvariation,MEAN,Mean Distance,outputRaster
sagang:multibandvariation,STDDEV,Standard Deviation,outputRaster
sagang:multidirectionleefilter,DIR,Direction of Minimum Standard Deviation,outputRaster
sagang:multidirectionleefilter,RESULT,Filtered Grid,outputRaster
sagang:multidirectionleefilter,STDDEV,Minimum Standard Deviation,outputRaster
sagang:multilevelbspline,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:multilevelbsplineforcategories,CATEGORIES,Categories,outputRaster
sagang:multilevelbsplineforcategories,PROPABILITY,Propability,outputRaster
sagang:multilevelbsplinefromgridpoints,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:multiplelinearregressionanalysis,INFO_COEFF,Details: Coefficients,outputVector
sagang:multiplelinearregressionanalysis,INFO_MODEL,Details: Model,outputVector
sagang:multiplelinearregressionanalysis,INFO_STEPS,Details: Steps,outputVector
sagang:multiplelinearregressionanalysis,RESULTS,Results,outputVector
sagang:multiplelinearregressionanalysisshapes,INFO_COEFF,Details: Coefficients,outputVector
sagang:multiplelinearregressionanalysisshapes,INFO_MODEL,Details: Model,outputVector
sagang:multiplelinearregressionanalysisshapes,INFO_STEPS,Details: Steps,outputVector
sagang:multiplelinearregressionanalysisshapes,RESULTS,Results,outputVector
sagang:multipleregressionanalysisgridandpredictorgrids,INFO_COEFF,Details: Coefficients,outputVector
sagang:multipleregressionanalysisgridandpredictorgrids,INFO_MODEL,Details: Model,outputVector
sagang:multipleregressionanalysisgridandpredictorgrids,INFO_STEPS,Details: Steps,outputVector
sagang:multipleregressionanalysisgridandpredictorgrids,REGRESSION,Regression,outputRaster
sagang:multipleregressionanalysisgridandpredictorgrids,RESIDUALS,Residuals,outputRaster
sagang:multipleregressionanalysispointsandpredictorgrids,INFO_COEFF,Details: Coefficients,outputVector
sagang:multipleregressionanalysispointsandpredictorgrids,INFO_MODEL,Details: Model,outputVector
sagang:multipleregressionanalysispointsandpredictorgrids,INFO_STEPS,Details: Steps,outputVector
sagang:multipleregressionanalysispointsandpredictorgrids,REGRESCORR,Regression with Residual Correction,outputRaster
sagang:multipleregressionanalysispointsandpredictorgrids,REGRESSION,Regression,outputRaster
sagang:multipleregressionanalysispointsandpredictorgrids,RESIDUALS,Residuals,outputVector
sagang:multiresolutionindexofvalleybottomflatnessmrvbf,MRRTF,MRRTF,outputRaster
sagang:multiresolutionindexofvalleybottomflatnessmrvbf,MRVBF,MRVBF,outputRaster
sagang:multiscaletopographicpositionindextpi,TPI,Topographic Position Index,outputRaster
sagang:naturalneighbour,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:nearestneighbour,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:nearestneighbour,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:nearestneighbour,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:notchfilterforgrids,FILTERED_GRID,Notch,outputRaster
sagang:notchfilterforgrids,HIPASS_LOWER,Highpass Lower,outputRaster
sagang:notchfilterforgrids,LOWPASS_UPPER,Lowpass Upper,outputRaster
sagang:objectbasedimagesegmentation,OBJECTS,Segments,outputVector
sagang:ordinarykriging,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:ordinarykriging,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:ordinarykriging,PREDICTION,Prediction,outputRaster
sagang:ordinarykriging,VARIANCE,Prediction Error,outputRaster
sagang:overlandflow,FLOW,Flow [mm],outputRaster
sagang:overlandflow,INFILTRAT,Infiltration [mm],outputRaster
sagang:overlandflow,INTERCEPT,Interception [mm],outputRaster
sagang:overlandflow,PONDING,Ponding [mm],outputRaster
sagang:overlandflow,VELOCITY,Velocity [m/s],outputRaster
sagang:overlandflowdistancetochannelnetwork,DISTANCE,Overland Flow Distance,outputRaster
sagang:overlandflowdistancetochannelnetwork,DISTHORZ,Horizontal Overland Flow Distance,outputRaster
sagang:overlandflowdistancetochannelnetwork,DISTVERT,Vertical Overland Flow Distance,outputRaster
sagang:overlandflowdistancetochannelnetwork,PASSES,Fields Visited,outputRaster
sagang:overlandflowdistancetochannelnetwork,SDR,Sediment Yield Delivery Ratio,outputRaster
sagang:overlandflowdistancetochannelnetwork,TIME,Flow Travel Time,outputRaster
sagang:overlandflowkinematicwave,FLOW,Runoff,outputRaster
sagang:overlandflowkinematicwave,GAUGES_FLOW,Flow at Gauges,outputVector
sagang:patching,COMPLETED,Patched Grid,outputRaster
sagang:patternanalysis,CVN,Center vs. Neighbours,outputRaster
sagang:patternanalysis,DIVERSITY,Diversity,outputRaster
sagang:patternanalysis,DOMINANCE,Dominance,outputRaster
sagang:patternanalysis,FRAGMENTATION,Fragmentation,outputRaster
sagang:patternanalysis,NDC,Number of Classes,outputRaster
sagang:patternanalysis,RELATIVE,Relative Richness,outputRaster
sagang:phenipsgridsannual,BTSUM_FILIAL_1,"State, 1. Filial Generation",outputRaster
sagang:phenipsgridsannual,BTSUM_FILIAL_2,"State, 2. Filial Generation",outputRaster
sagang:phenipsgridsannual,BTSUM_FILIAL_3,"State, 3. Filial Generation",outputRaster
sagang:phenipsgridsannual,BTSUM_SISTER_1,"State, 1. Sister Generation",outputRaster
sagang:phenipsgridsannual,BTSUM_SISTER_2,"State, 2. Sister Generation",outputRaster
sagang:phenipsgridsannual,BTSUM_SISTER_3,"State, 3. Sister Generation",outputRaster
sagang:phenipsgridsannual,GENERATIONS,Potential Number of Generations,outputRaster
sagang:phenipsgridsannual,ONSET,Onset Day of Infestation,outputRaster
sagang:phenipsgridsannual,ONSET_FILIAL_1,"Onset Day, 1. Filial Generation",outputRaster
sagang:phenipsgridsannual,ONSET_FILIAL_2,"Onset Day, 2. Filial Generation",outputRaster
sagang:phenipsgridsannual,ONSET_FILIAL_3,"Onset Day, 3. Filial Generation",outputRaster
sagang:phenipsgridsannual,ONSET_SISTER_1,"Onset Day, 1. Sister Generation",outputRaster
sagang:phenipsgridsannual,ONSET_SISTER_2,"Onset Day, 2. Sister Generation",outputRaster
sagang:phenipsgridsannual,ONSET_SISTER_3,"Onset Day, 3. Sister Generation",outputRaster
sagang:phenipsgridsdays,ATSUM_EFF,Air Temperature Sum,outputRaster
sagang:phenipsgridsdays,BTSUM_FILIAL_1,"State, 1. Filial Generation",outputRaster
sagang:phenipsgridsdays,BTSUM_FILIAL_2,"State, 2. Filial Generation",outputRaster
sagang:phenipsgridsdays,BTSUM_FILIAL_3,"State, 3. Filial Generation",outputRaster
sagang:phenipsgridsdays,BTSUM_SISTER_1,"State, 1. Sister Generation",outputRaster
sagang:phenipsgridsdays,BTSUM_SISTER_2,"State, 2. Sister Generation",outputRaster
sagang:phenipsgridsdays,BTSUM_SISTER_3,"State, 3. Sister Generation",outputRaster
sagang:phenipsgridsdays,GENERATIONS,Potential Number of Generations,outputRaster
sagang:phenipsgridsdays,ONSET,Onset Day of Infestation,outputRaster
sagang:phenipsgridsdays,ONSET_FILIAL_1,"Onset Day, 1. Filial Generation",outputRaster
sagang:phenipsgridsdays,ONSET_FILIAL_2,"Onset Day, 2. Filial Generation",outputRaster
sagang:phenipsgridsdays,ONSET_FILIAL_3,"Onset Day, 3. Filial Generation",outputRaster
sagang:phenipsgridsdays,ONSET_SISTER_1,"Onset Day, 1. Sister Generation",outputRaster
sagang:phenipsgridsdays,ONSET_SISTER_2,"Onset Day, 2. Sister Generation",outputRaster
sagang:phenipsgridsdays,ONSET_SISTER_3,"Onset Day, 3. Sister Generation",outputRaster
sagang:phenipsgridsdays,RISK,Risk,outputRaster
sagang:phenipstable,PHENOLOGY,Phenology,outputVector
sagang:phenipstable,SUMMARY,Summary,outputVector
sagang:pointsfilter,FILTER,Filtered Points,outputVector
sagang:pointsthinning,THINNED,Thinned Points,outputVector
sagang:pointtolinedistances,DISTANCES,Distances,outputVector
sagang:pointtolinedistances,RESULT,Result,outputVector
sagang:pointtopointdistances,DISTANCES,Distances,outputVector
sagang:pointtopointdistances,LINES,Distances as Lines,outputVector
sagang:polartocartesiancoordinates,CARTES,Cartesion Coordinates,outputVector
sagang:polygoncategoriestogrid,CATEGORY,Category,outputRaster
sagang:polygoncategoriestogrid,CLASSES,Classification,outputVector
sagang:polygoncategoriestogrid,COVERAGE,Coverage,outputRaster
sagang:polygoncentroids,CENTROIDS,Centroids,outputVector
sagang:polygonclipping,M_OUTPUT,Output Features,outputVector
sagang:polygonclipping,S_OUTPUT,Output Features,outputVector
sagang:polygongeneralization,GENERALIZED,Shape Indices,outputVector
sagang:polygonidentity,RESULT,Identity,outputVector
sagang:polygonlineintersection,INTERSECT,Intersection,outputVector
sagang:polygonpartstoseparatepolygons,PARTS,Polygon Parts,outputVector
sagang:polygonselfintersection,INTERSECT,Intersection,outputVector
sagang:polygonshapeindices,DMAX,Maximum Diameter,outputVector
sagang:polygonshapeindices,INDEX,Shape Indices,outputVector
sagang:polygonstoedgesandnodes,EDGES,Edges,outputVector
sagang:polygonstoedgesandnodes,NODES,Nodes,outputVector
sagang:polygonstogrid,COVERAGE,Coverage,outputRaster
sagang:polygonstogrid,GRID,Grid,outputRaster
sagang:polygonunion,RESULT,Union,outputVector
sagang:polygonupdate,RESULT,Update,outputVector
sagang:polynomialregression,RESIDUALS,Residuals,outputVector
sagang:polynomialregression,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:populatepolygonswithpoints,POINTS,Points,outputVector
sagang:potentialincomingsolarradiation,GRD_DIFFUS,Diffuse Insolation,outputRaster
sagang:potentialincomingsolarradiation,GRD_DIRECT,Direct Insolation,outputRaster
sagang:potentialincomingsolarradiation,GRD_DURATION,Duration of Insolation,outputRaster
sagang:potentialincomingsolarradiation,GRD_FLAT,Compare to Flat Terrain,outputRaster
sagang:potentialincomingsolarradiation,GRD_RATIO,Direct to Diffuse Ratio,outputRaster
sagang:potentialincomingsolarradiation,GRD_SUNRISE,Sunrise,outputRaster
sagang:potentialincomingsolarradiation,GRD_SUNSET,Sunset,outputRaster
sagang:potentialincomingsolarradiation,GRD_TOTAL,Total Insolation,outputRaster
sagang:principalcomponentanalysis,EIGEN,Eigen Vectors,outputVector
sagang:principalcomponentanalysis,PCA,Principal Components,outputRaster
sagang:principalcomponentbasedimagesharpening,SHARPEN,Sharpened Channels,outputRaster
sagang:profilefrompoints,RESULT,Result,outputVector
sagang:profilesfromlines,PROFILE,Profiles,outputVector
sagang:profilesfromlines,PROFILES,Profiles,outputVector
sagang:proximityraster,ALLOCATION,Allocation,outputRaster
sagang:proximityraster,DIRECTION,Direction,outputRaster
sagang:proximityraster,DISTANCE,Distance,outputRaster
sagang:quadtreestructuretopolygons,LINES,Lines,outputVector
sagang:quadtreestructuretopolygons,POINTS,Duplicated Points,outputVector
sagang:quadtreestructuretopolygons,POLYGONS,Polygons,outputVector
sagang:quasidynamicflowaccumulation,FLOW,Flow Through,outputRaster
sagang:quasidynamicflowaccumulation,FLOW_ACC,Flow Accumulation,outputRaster
sagang:quasidynamicflowaccumulation,TIME_CONC,Flow Concentration,outputRaster
sagang:quasidynamicflowaccumulation,TIME_MEAN,Flow Travel Time,outputRaster
sagang:quasidynamicflowaccumulation,VELOCITY,Flow Velocity,outputRaster
sagang:radiusofvarianceraster,RESULT,Radius,outputRaster
sagang:randomfield,OUT_GRID,Random Field,outputRaster
sagang:randomterrain,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:rankfilter,RESULT,Filtered Grid,outputRaster
sagang:raosqdiversityindex,INDEX,Rao's Q,outputRaster
sagang:raosqdiversityindexclassic,COUNT,Number of Categories,outputRaster
sagang:raosqdiversityindexclassic,INDEX,Rao's Q,outputRaster
sagang:rasterbuffer,BUFFER,Buffer,outputRaster
sagang:rastercellindex,INDEX,Index,outputRaster
sagang:rasterdifference,C,Difference (A - B),outputRaster
sagang:rasterdivision,C,Quotient,outputRaster
sagang:rasterize,COUNT,Number of Values,outputRaster
sagang:rasterize,GRID,Grid,outputRaster
sagang:rastermasking,GRIDS_MASKED,Masked Grids,outputRaster
sagang:rastermasking,MASKED,Masked Grid,outputRaster
sagang:rasterproduct,RESULT,Product,outputRaster
sagang:rasterproximitybuffer,ALLOC,Allocation Grid,outputRaster
sagang:rasterproximitybuffer,BUFFER,Buffer Grid,outputRaster
sagang:rasterproximitybuffer,DISTANCE,Distance Grid,outputRaster
sagang:rasterskeletonization,RESULT,Skeleton,outputRaster
sagang:rasterskeletonization,VECTOR,Skeleton,outputVector
sagang:rasterssum,RESULT,Sum,outputRaster
sagang:rasterstatisticsforpolygons,RESULT,Statistics,outputVector
sagang:rastervaluestopoints,SHAPES,Shapes,outputVector
sagang:rastervaluestopointsrandomly,POINTS,Points,outputVector
sagang:realsurfacearea,AREA,Surface Area,outputRaster
sagang:regressionanalysispointsandpredictorgrid,REGRESSION,Regression,outputRaster
sagang:regressionanalysispointsandpredictorgrid,RESIDUAL,Residuals,outputVector
sagang:regressionkriging,INFO_COEFF,Regression: Coefficients,outputVector
sagang:regressionkriging,INFO_MODEL,Regression: Model,outputVector
sagang:regressionkriging,INFO_STEPS,Regression: Steps,outputVector
sagang:regressionkriging,PREDICTION,Prediction,outputRaster
sagang:regressionkriging,REGRESSION,Regression,outputRaster
sagang:regressionkriging,RESIDUALS,Residuals,outputRaster
sagang:regressionkriging,VARIANCE,Prediction Error,outputRaster
sagang:relativeheightsandslopepositions,HO,Slope Height,outputRaster
sagang:relativeheightsandslopepositions,HU,Valley Depth,outputRaster
sagang:relativeheightsandslopepositions,MS,Mid-Slope Positon,outputRaster
sagang:relativeheightsandslopepositions,NH,Normalized Height,outputRaster
sagang:relativeheightsandslopepositions,SH,Standardized Height,outputRaster
sagang:reliefsegmentation,OBJECTS,Objects,outputVector
sagang:removeboundarypolygons,RESULT,Result,outputVector
sagang:removeduplicatepoints,RESULT,Result,outputVector
sagang:removesmallpixelclumpstonodata,OUTPUT,Filtered Grid,outputRaster
sagang:representativenessgrid,RESULT,Representativeness,outputRaster
sagang:resampling,OUTPUT,Resampled Grids,outputRaster
sagang:resamplingfilter,HIPASS,High Pass Filter,outputRaster
sagang:resamplingfilter,LOPASS,Low Pass Filter,outputRaster
sagang:riverbasin,OUTPUT2,Grad,outputRaster
sagang:riverbasin,OUTPUT3,Direc,outputRaster
sagang:riverbasin,OUTPUT4,HGGrad,outputRaster
sagang:riverbasin,OUTPUT5,RivSpeed,outputRaster
sagang:riverbasin,OUTPUT6,Coordinates,outputRaster
sagang:riverbasin,OUTPUT7,BasinShare,outputRaster
sagang:riverbasin,OUTPUT8,statWUse,outputRaster
sagang:riverbasin,OUTPUT9,NumInFlowCells,outputRaster
sagang:rivergridgeneration,OUTPUT,HG Raster,outputRaster
sagang:safetyfactor,G,FS values,outputRaster
sagang:safetyfactor,H,FS classes,outputRaster
sagang:sagawetnessindex,AREA,Catchment Area,outputRaster
sagang:sagawetnessindex,AREA_MOD,Modified Catchment Area,outputRaster
sagang:sagawetnessindex,SLOPE,Catchment Slope,outputRaster
sagang:sagawetnessindex,TWI,Topographic Wetness Index,outputRaster
sagang:salem,DIFFERENCE,Difference,outputRaster
sagang:salem,REGOLITH,Regolith Thickness,outputRaster
sagang:salem,SURFACE,Surface Elevation,outputRaster
sagang:savegridstatisticstotable,STATS,Statistics for Grids,outputVector
sagang:seededregiongrowing,SEGMENTS,Segments,outputRaster
sagang:seededregiongrowing,SIMILARITY,Similarity,outputRaster
sagang:seededregiongrowing,TABLE,Seeds,outputVector
sagang:seedgeneration,SEED_GRID,Seeds Grid,outputRaster
sagang:seedgeneration,SEED_POINTS,Seed Points,outputVector
sagang:seedgeneration,VARIANCE,Variance,outputRaster
sagang:selectgridfromlist,GRID,Grid,outputRaster
sagang:selectshapesfromlist,SHAPES,Shapes,outputVector
