algorithm,name,description,qgis_type
grass7:i.colors.enhance,blueoutput,Enhanced Blue,rasterDestination
grass7:i.colors.enhance,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.eb.eta,evaporativefraction,Name of the evaporative fraction map,raster
grass7:i.eb.eta,output,Evapotranspiration,rasterDestination
grass7:i.eb.eta,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.eb.evapfr,evaporativefraction,Evaporative Fraction,rasterDestination
grass7:i.eb.evapfr,soilmoisture,Root Zone Soil Moisture,rasterDestination
grass7:i.eb.evapfr,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.eb.hsebal01.coords,row_wet_pixel,Row value of the wet pixel,number
grass7:i.eb.hsebal01.coords,column_wet_pixel,Column value of the wet pixel,number
grass7:i.eb.hsebal01.coords,row_dry_pixel,Row value of the dry pixel,number
grass7:i.eb.hsebal01.coords,column_dry_pixel,Column value of the dry pixel,number
grass7:i.eb.hsebal01.coords,output,Sensible Heat Flux,rasterDestination
grass7:i.eb.hsebal01.coords,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.eb.netrad,output,Net Radiation,rasterDestination
grass7:i.eb.netrad,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.eb.soilheatflux,output,Soil Heat Flux,rasterDestination
grass7:i.eb.soilheatflux,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.emissivity,output,Emissivity,rasterDestination
grass7:i.emissivity,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.evapo.mh,output,Evapotranspiration,rasterDestination
grass7:i.evapo.mh,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.evapo.pm,output,Evapotranspiration,rasterDestination
grass7:i.evapo.pm,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.evapo.pt,priestley_taylor_coeff,Priestley-Taylor coefficient,number
grass7:i.evapo.pt,output,Evapotranspiration,rasterDestination
grass7:i.evapo.pt,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.evapo.time,eto_doy_min,Value of DOY for ETo first day,number
grass7:i.evapo.time,start_period,Value of DOY for the first day of the period studied,number
grass7:i.evapo.time,end_period,Value of DOY for the last day of the period studied,number
grass7:i.evapo.time,output,Temporal integration,rasterDestination
grass7:i.evapo.time,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.fft,input,Name of input raster map,raster
grass7:i.fft,real,Real part arrays,rasterDestination
grass7:i.fft,imaginary,Imaginary part arrays,rasterDestination
grass7:i.fft,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.gensig,trainingmap,Ground truth training map,raster
grass7:i.gensig,input,Input rasters,multilayer
grass7:i.gensig,signaturefile,Signature File,fileDestination
grass7:i.gensig,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.gensigset,trainingmap,Ground truth training map,raster
grass7:i.gensigset,input,Input rasters,multilayer
grass7:i.gensigset,maxsig,Maximum number of sub-signatures in any class,number
grass7:i.gensigset,signaturefile,Signature File,fileDestination
grass7:i.gensigset,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.group,input,Input rasters,multilayer
grass7:i.group,group,Multiband raster,rasterDestination
grass7:i.group,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.his.rgb,red,Red,rasterDestination
grass7:i.his.rgb,green,Green,rasterDestination
grass7:i.his.rgb,blue,Blue,rasterDestination
grass7:i.his.rgb,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.ifft,output,Inverse Fast Fourier Transform,rasterDestination
grass7:i.ifft,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.image.mosaic,input,Input rasters,multilayer
grass7:i.image.mosaic,output,Mosaic Raster,rasterDestination
grass7:i.image.mosaic,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.in.spotvgt,input,Name of input SPOT VGT NDVI HDF file,file
grass7:i.in.spotvgt,output,SPOT NDVI Raster,rasterDestination
grass7:i.in.spotvgt,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.landsat.acca,rasters,Landsat input rasters,multilayer
grass7:i.landsat.acca,histogram,Number of classes in the cloud temperature histogram,number
grass7:i.landsat.acca,output,ACCA Raster,rasterDestination
grass7:i.landsat.acca,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.landsat.toar,rasters,Landsat input rasters,multilayer
grass7:i.landsat.toar,sensor,Spacecraft sensor,enum
grass7:i.landsat.toar,method,Atmospheric correction method,enum
grass7:i.landsat.toar,sun_elevation,Sun elevation in degrees,number
grass7:i.landsat.toar,percent,Percent of solar radiance in path radiance,number
grass7:i.landsat.toar,pixel,Minimum pixels to consider digital number as dark object,number
grass7:i.landsat.toar,scale,Scale factor for output,number
grass7:i.landsat.toar,output,Output Directory,folderDestination
grass7:i.landsat.toar,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.maxlik,input,Input rasters,multilayer
grass7:i.maxlik,signaturefile,Name of input file containing signatures,file
grass7:i.maxlik,output,Classification,rasterDestination
grass7:i.maxlik,reject,Reject Threshold,rasterDestination
grass7:i.maxlik,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.modis.qc,productname,Name of MODIS product type,enum
grass7:i.modis.qc,qcname,Name of QC type to extract,enum
grass7:i.modis.qc,output,QC Classification,rasterDestination
grass7:i.modis.qc,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.oif,output,OIF File,fileDestination
grass7:i.oif,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.pansharpen,red,Name of red channel,raster
grass7:i.pansharpen,green,Name of green channel,raster
grass7:i.pansharpen,blue,Name of blue channel,raster
grass7:i.pansharpen,pan,Name of raster map to be used for high resolution panchromatic channel,raster
grass7:i.pansharpen,method,Method,enum
grass7:i.pansharpen,redoutput,Enhanced Red,rasterDestination
grass7:i.pansharpen,greenoutput,Enhanced Green,rasterDestination
grass7:i.pansharpen,blueoutput,Enhanced Blue,rasterDestination
grass7:i.pansharpen,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.pca,input,Name of two or more input raster maps,multilayer
grass7:i.pca,percent,Cumulative percent importance for filtering,number
grass7:i.pca,output,Output Directory,folderDestination
grass7:i.pca,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.rgb.his,hue,Hue,rasterDestination
grass7:i.rgb.his,intensity,Intensity,rasterDestination
grass7:i.rgb.his,saturation,Saturation,rasterDestination
grass7:i.rgb.his,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.segment,input,Input rasters,multilayer
grass7:i.segment,threshold,Difference threshold between 0 and 1,number
grass7:i.segment,method,Segmentation method,enum
grass7:i.segment,similarity,Similarity calculation method,enum
grass7:i.segment,minsize,Minimum number of cells in a segment,number
grass7:i.segment,memory,Amount of memory to use in MB,number
grass7:i.segment,iterations,Maximum number of iterations,number
grass7:i.segment,seeds,Name for input raster map with starting seeds,raster
grass7:i.segment,output,Segmented Raster,rasterDestination
grass7:i.segment,goodness,Goodness Raster,rasterDestination
grass7:i.segment,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.smap,input,Input rasters,multilayer
grass7:i.smap,signaturefile,Name of input file containing signatures,file
grass7:i.smap,blocksize,Size of submatrix to process at one time,number
grass7:i.smap,output,Classification,rasterDestination
grass7:i.smap,goodness,Goodness_of_fit,rasterDestination
grass7:i.smap,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.tasscap,sensor,Satellite sensor,enum
grass7:i.tasscap,output,Output Directory,folderDestination
grass7:i.tasscap,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.topo.coor.ill,basemap,Name of elevation raster map,raster
grass7:i.topo.coor.ill,zenith,Solar zenith in degrees,number
grass7:i.topo.coor.ill,azimuth,Solar azimuth in degrees,number
grass7:i.topo.coor.ill,output,Illumination Model,rasterDestination
grass7:i.topo.coor.ill,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.topo.corr,input,Name of reflectance raster maps to be corrected topographically,multilayer
grass7:i.topo.corr,basemap,Name of illumination input base raster map,raster
grass7:i.topo.corr,zenith,Solar zenith in degrees,number
grass7:i.topo.corr,method,Topographic correction method,enum
grass7:i.topo.corr,output,Output Directory,folderDestination
grass7:i.topo.corr,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.vi,viname,Type of vegetation index,enum
grass7:i.vi,storage_bit,Maximum bits for digital numbers,enum
grass7:i.vi,output,Vegetation Index,rasterDestination
grass7:i.vi,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:i.zc,input,Name of input raster map,raster
grass7:i.zc,width,x-y extent of the Gaussian filter,number
grass7:i.zc,threshold,Sensitivity of Gaussian filter,number
grass7:i.zc,orientations,Number of azimuth directions categorized,number
grass7:i.zc,output,Zero crossing,rasterDestination
grass7:i.zc,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:m.cogo,input,Name of input file,file
grass7:m.cogo,output,Output text file,fileDestination
grass7:m.cogo,coordinates,Starting coordinate pair,point
grass7:m.cogo,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:nviz,elevation,Name of elevation raster map,multilayer
grass7:nviz,volume,Name of existing 3d raster map,multilayer
grass7:nviz,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:nviz,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:r.basins.fill,cnetwork,Input coded stream network raster layer,raster
grass7:r.basins.fill,tnetwork,Input thinned ridge network raster layer,raster
grass7:r.basins.fill,number,Number of passes through the dataset,number
grass7:r.basins.fill,output,Watersheds,rasterDestination
grass7:r.basins.fill,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.blend.combine,first,Name of first raster map for blending,raster
grass7:r.blend.combine,second,Name of second raster map for blending,raster
grass7:r.blend.combine,percent,Percentage weight of first map for color blending,number
grass7:r.blend.combine,output,Blended,rasterDestination
grass7:r.blend.combine,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.blend.rgb,first,Name of first raster map for blending,raster
grass7:r.blend.rgb,second,Name of second raster map for blending,raster
grass7:r.blend.rgb,percent,Percentage weight of first map for color blending,number
grass7:r.blend.rgb,output_red,Blended Red,rasterDestination
grass7:r.blend.rgb,output_green,Blended Green,rasterDestination
grass7:r.blend.rgb,output_blue,Blended Blue,rasterDestination
grass7:r.blend.rgb,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.buffer,input,Input raster layer,raster
grass7:r.buffer,units,Units of distance,enum
grass7:r.buffer,output,Buffer,rasterDestination
grass7:r.buffer,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.buffer.lowmem,input,Input raster layer,raster
grass7:r.buffer.lowmem,units,Units of distance,enum
grass7:r.buffer.lowmem,output,Buffer,rasterDestination
grass7:r.buffer.lowmem,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.carve,raster,Elevation,raster
grass7:r.carve,output,Modified elevation,rasterDestination
grass7:r.carve,points,Adjusted stream points,vectorDestination
grass7:r.carve,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.carve,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:r.carve,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:r.category,map,Name of raster map,raster
grass7:r.category,rules,File containing category label rules,file
grass7:r.category,txtrules,Inline category label rules,string
grass7:r.category,raster,Raster map from which to copy category table,raster
grass7:r.category,format,Default label or format string for dynamic labeling. Used when no explicit label exists for the category,string
grass7:r.category,output,Category,rasterDestination
grass7:r.category,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.category.out,map,Name of raster map,raster
grass7:r.category.out,html,Category,fileDestination
grass7:r.category.out,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.circle,multiplier,Data value multiplier,number
grass7:r.circle,output,Circles,rasterDestination
grass7:r.circle,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.clump,input,Input layer,raster
grass7:r.clump,title,Title for output raster map,string
grass7:r.clump,output,Clumps,rasterDestination
grass7:r.clump,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.coin,first,Name of first raster map,raster
grass7:r.coin,second,Name of second raster map,raster
grass7:r.coin,units,Unit of measure,enum
grass7:r.coin,html,Coincidence report,fileDestination
grass7:r.coin,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.colors,color,Name of color table,enum
grass7:r.colors,rules_txt,Color rules,string
grass7:r.colors,rules,Color rules file,file
grass7:r.colors,raster,Raster map from which to copy color table,raster
grass7:r.colors,output_dir,Output Directory,folderDestination
grass7:r.colors,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.colors.out,map,Name of raster map,raster
grass7:r.colors.out,rules,Color Table,fileDestination
grass7:r.colors.out,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.colors.stddev,map,Name of raster map,raster
grass7:r.colors.stddev,output,Stddev Colors,rasterDestination
grass7:r.colors.stddev,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.composite,red,Red,raster
grass7:r.composite,green,Green,raster
grass7:r.composite,blue,Blue,raster
grass7:r.composite,levels,Number of levels to be used for each component,number
grass7:r.composite,output,Composite,rasterDestination
grass7:r.composite,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.contour,input,Input raster,raster
grass7:r.contour,step,Increment between contour levels,number
grass7:r.contour,levels,List of contour levels,string
grass7:r.contour,minlevel,Minimum contour level,number
grass7:r.contour,maxlevel,Maximum contour level,number
grass7:r.contour,output,Contours,vectorDestination
grass7:r.contour,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.contour,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:r.cost,input,Unit cost layer,raster
grass7:r.cost,start_points,Start points,source
grass7:r.cost,stop_points,Stop points,source
grass7:r.cost,start_raster,Name of starting raster points map,raster
grass7:r.cost,max_cost,Maximum cumulative cost,number
grass7:r.cost,memory,Maximum memory to be used in MB,number
grass7:r.cost,output,Cumulative cost,rasterDestination
grass7:r.cost,nearest,Cost allocation map,rasterDestination
grass7:r.cost,outdir,Movement directions,rasterDestination
grass7:r.cost,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.cost,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:r.covar,map,Input layers,multilayer
grass7:r.covar,html,Covariance report,fileDestination
grass7:r.covar,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.cross,input,Input raster layers,multilayer
grass7:r.cross,output,Cross product,rasterDestination
grass7:r.cross,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.describe,map,input raster layer,raster
grass7:r.describe,null_value,String representing NULL value,string
grass7:r.describe,nsteps,Number of quantization steps,number
grass7:r.describe,html,Categories,fileDestination
grass7:r.describe,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:r.distance,map,Name of two input raster for computing inter-class distances,multilayer
grass7:r.distance,sort,Sort output by distance,enum
